sample_name	metric	Treatment	TP	a	b	Site_a	Site_b	withinamong	distance
853	unweighted	CTCN	3tp	AS2043	AS2046	SB	SB	within SB	0.502728152127546
854	unweighted	CTCN	3tp	AS2043	AS2048	SB	TY	among sites	0.4782104479653288
855	unweighted	CTCN	3tp	AS2043	AS2044	SB	TY	among sites	0.3454718453520873
856	unweighted	CTCN	3tp	AS2045	AS2049	TY	TY	within TY	0.4431673499216433
857	unweighted	CTCN	3tp	AS2045	AS2050	TY	SB	among sites	0.4586394247431326
858	unweighted	CTCN	3tp	AS2045	AS2047	TY	SB	among sites	0.4447350420069435
859	unweighted	CTCN	3tp	AS2045	AS2046	TY	SB	among sites	0.4577311361240253
860	unweighted	CTCN	3tp	AS2045	AS2048	TY	TY	within TY	0.4893767475400229
861	unweighted	CTCN	3tp	AS2045	AS2044	TY	TY	within TY	0.5092654548428434
862	unweighted	CTCN	3tp	AS2049	AS2050	TY	SB	among sites	0.35110801789175605
863	unweighted	CTCN	3tp	AS2049	AS2047	TY	SB	among sites	0.4438586817305765
864	unweighted	CTCN	3tp	AS2049	AS2046	TY	SB	among sites	0.4664332502343839
865	unweighted	CTCN	3tp	AS2049	AS2048	TY	TY	within TY	0.4590206542408732
866	unweighted	CTCN	3tp	AS2049	AS2044	TY	TY	within TY	0.4624620519440757
867	unweighted	CTCN	3tp	AS2050	AS2047	SB	SB	within SB	0.4322682514144462
868	unweighted	CTCN	3tp	AS2050	AS2046	SB	SB	within SB	0.4531934704425608
869	unweighted	CTCN	3tp	AS2050	AS2048	SB	TY	among sites	0.4776353011154916
870	unweighted	CTCN	3tp	AS2050	AS2044	SB	TY	among sites	0.4513428189834198
871	unweighted	CTCN	3tp	AS2047	AS2046	SB	SB	within SB	0.4759367814933491
872	unweighted	CTCN	3tp	AS2047	AS2048	SB	TY	among sites	0.3629222637355485
873	unweighted	CTCN	3tp	AS2047	AS2044	SB	TY	among sites	0.4544054773231265
874	unweighted	CTCN	3tp	AS2046	AS2048	SB	TY	among sites	0.5176434187579193
875	unweighted	CTCN	3tp	AS2046	AS2044	SB	TY	among sites	0.4783986894387626
876	unweighted	CTCN	3tp	AS2048	AS2044	TY	TY	within TY	0.4776094728556515
877	unweighted	CTN	3tp	AS2052	AS2051	TY	SB	among sites	0.3923491362143735
878	unweighted	CTN	3tp	AS2052	AS2058	TY	SB	among sites	0.489778424107278
879	unweighted	CTN	3tp	AS2052	AS2059	TY	SB	among sites	0.5181876447220916
880	unweighted	CTN	3tp	AS2052	AS2053	TY	TY	within TY	0.5011613491236495
881	unweighted	CTN	3tp	AS2052	AS2057	TY	TY	within TY	0.4762055566068859
882	unweighted	CTN	3tp	AS2052	AS2054	TY	SB	among sites	0.4864020362450868
883	unweighted	CTN	3tp	AS2052	AS2056	TY	TY	within TY	0.5227130410699333
884	unweighted	CTN	3tp	AS2052	AS2060	TY	TY	within TY	0.4874064409579786
885	unweighted	CTN	3tp	AS2051	AS2058	SB	SB	within SB	0.4890458938751872
886	unweighted	CTN	3tp	AS2051	AS2059	SB	SB	within SB	0.5207774801862296
887	unweighted	CTN	3tp	AS2051	AS2053	SB	TY	among sites	0.4821789103977626
888	unweighted	CTN	3tp	AS2051	AS2057	SB	TY	among sites	0.4696639530778715
889	unweighted	CTN	3tp	AS2051	AS2054	SB	SB	within SB	0.4527662898753082
890	unweighted	CTN	3tp	AS2051	AS2056	SB	TY	among sites	0.5101208959473122
891	unweighted	CTN	3tp	AS2051	AS2060	SB	TY	among sites	0.5436098728793879
892	unweighted	CTN	3tp	AS2058	AS2059	SB	SB	within SB	0.5294938666461911
893	unweighted	CTN	3tp	AS2058	AS2053	SB	TY	among sites	0.4568417672791201
894	unweighted	CTN	3tp	AS2058	AS2057	SB	TY	among sites	0.44523411151677067
895	unweighted	CTN	3tp	AS2058	AS2054	SB	SB	within SB	0.4577114931368839
896	unweighted	CTN	3tp	AS2058	AS2056	SB	TY	among sites	0.4679378374425836
897	unweighted	CTN	3tp	AS2058	AS2060	SB	TY	among sites	0.5482422699236038
898	unweighted	CTN	3tp	AS2059	AS2053	SB	TY	among sites	0.5356214296242626
899	unweighted	CTN	3tp	AS2059	AS2057	SB	TY	among sites	0.5133833837500169
900	unweighted	CTN	3tp	AS2059	AS2054	SB	SB	within SB	0.5573627764046085
901	unweighted	CTN	3tp	AS2059	AS2056	SB	TY	among sites	0.5532296921361887
902	unweighted	CTN	3tp	AS2059	AS2060	SB	TY	among sites	0.33586718293261314
903	unweighted	CTN	3tp	AS2053	AS2057	TY	TY	within TY	0.4410751444629739
904	unweighted	CTN	3tp	AS2053	AS2054	TY	SB	among sites	0.3514959708556096
905	unweighted	CTN	3tp	AS2053	AS2056	TY	TY	within TY	0.4594191850858375
906	unweighted	CTN	3tp	AS2053	AS2060	TY	TY	within TY	0.5467175081872386
907	unweighted	CTN	3tp	AS2057	AS2054	TY	SB	among sites	0.4502855881086184
908	unweighted	CTN	3tp	AS2057	AS2056	TY	TY	within TY	0.485880691379211
909	unweighted	CTN	3tp	AS2057	AS2060	TY	TY	within TY	0.5414562610152985
910	unweighted	CTN	3tp	AS2054	AS2056	SB	TY	among sites	0.4735002490477048
911	unweighted	CTN	3tp	AS2054	AS2060	SB	TY	among sites	0.5663268469093359
912	unweighted	CTN	3tp	AS2056	AS2060	TY	TY	within TY	0.5617216109098331
913	unweighted	TCN	3tp	AS2063	AS2069	SB	TY	among sites	0.5004413694454386
914	unweighted	TCN	3tp	AS2063	AS2067	SB	SB	within SB	0.4924894429503015
915	unweighted	TCN	3tp	AS2063	AS2066	SB	SB	within SB	0.4896282001857464
916	unweighted	TCN	3tp	AS2063	AS2064	SB	TY	among sites	0.3533063024488265
917	unweighted	TCN	3tp	AS2063	AS2068	SB	TY	among sites	0.5100329835224447
918	unweighted	TCN	3tp	AS2063	AS2070	SB	SB	within SB	0.4895645370113785
919	unweighted	TCN	3tp	AS2063	AS2065	SB	TY	among sites	0.5131721491904635
920	unweighted	TCN	3tp	AS2069	AS2067	TY	SB	among sites	0.4925692462576883
921	unweighted	TCN	3tp	AS2069	AS2066	TY	SB	among sites	0.4994736958004624
922	unweighted	TCN	3tp	AS2069	AS2064	TY	TY	within TY	0.5322800462322579
923	unweighted	TCN	3tp	AS2069	AS2068	TY	TY	within TY	0.4772240155570451
924	unweighted	TCN	3tp	AS2069	AS2070	TY	SB	among sites	0.3699218679932272
925	unweighted	TCN	3tp	AS2069	AS2065	TY	TY	within TY	0.5152768559048787
926	unweighted	TCN	3tp	AS2067	AS2066	SB	SB	within SB	0.4714643353272879
927	unweighted	TCN	3tp	AS2067	AS2064	SB	TY	among sites	0.537093096455197
928	unweighted	TCN	3tp	AS2067	AS2068	SB	TY	among sites	0.3870814959767445
929	unweighted	TCN	3tp	AS2067	AS2070	SB	SB	within SB	0.4518348015327029
930	unweighted	TCN	3tp	AS2067	AS2065	SB	TY	among sites	0.4485730439564077
931	unweighted	TCN	3tp	AS2066	AS2064	SB	TY	among sites	0.4965028308601988
932	unweighted	TCN	3tp	AS2066	AS2068	SB	TY	among sites	0.4482486217349685
933	unweighted	TCN	3tp	AS2066	AS2070	SB	SB	within SB	0.481834266489996
934	unweighted	TCN	3tp	AS2066	AS2065	SB	TY	among sites	0.30591895952020753
935	unweighted	TCN	3tp	AS2064	AS2068	TY	TY	within TY	0.4979761848137702
936	unweighted	TCN	3tp	AS2064	AS2070	TY	SB	among sites	0.5135560310066366
937	unweighted	TCN	3tp	AS2064	AS2065	TY	TY	within TY	0.5041494227912312
938	unweighted	TCN	3tp	AS2068	AS2070	TY	SB	among sites	0.4795298258491729
939	unweighted	TCN	3tp	AS2068	AS2065	TY	TY	within TY	0.4548524993513426
940	unweighted	TCN	3tp	AS2070	AS2065	SB	TY	among sites	0.4999043647034353
941	unweighted	TN	3tp	AS2079	AS2076	SB	TY	among sites	0.492955333479659
942	unweighted	TN	3tp	AS2079	AS2073	SB	TY	among sites	0.4954492967649535
943	unweighted	TN	3tp	AS2079	AS2074	SB	SB	within SB	0.4999820338041399
944	unweighted	TN	3tp	AS2079	AS2077	SB	TY	among sites	0.4937193817650579
945	unweighted	TN	3tp	AS2079	AS2078	SB	SB	within SB	0.4857692721017892
946	unweighted	TN	3tp	AS2079	AS2080	SB	TY	among sites	0.34280764915333345
947	unweighted	TN	3tp	AS2079	AS2075	SB	SB	within SB	0.5134740273897369
948	unweighted	TN	3tp	AS2076	AS2073	TY	TY	within TY	0.4897720940308727
949	unweighted	TN	3tp	AS2076	AS2074	TY	SB	among sites	0.4675923010610385
950	unweighted	TN	3tp	AS2076	AS2077	TY	TY	within TY	0.5292449745371038
951	unweighted	TN	3tp	AS2076	AS2078	TY	SB	among sites	0.4829489911689136
952	unweighted	TN	3tp	AS2076	AS2080	TY	TY	within TY	0.4523975032804144
953	unweighted	TN	3tp	AS2076	AS2075	TY	SB	among sites	0.4159598557631745
954	unweighted	TN	3tp	AS2073	AS2074	TY	SB	among sites	0.3777286372789586
955	unweighted	TN	3tp	AS2073	AS2077	TY	TY	within TY	0.4664867357530758
956	unweighted	TN	3tp	AS2073	AS2078	TY	SB	among sites	0.4791235576103802
957	unweighted	TN	3tp	AS2073	AS2080	TY	TY	within TY	0.4830575007860444
958	unweighted	TN	3tp	AS2073	AS2075	TY	SB	among sites	0.4930801565907359
959	unweighted	TN	3tp	AS2074	AS2077	SB	TY	among sites	0.4720672015023304
960	unweighted	TN	3tp	AS2074	AS2078	SB	SB	within SB	0.4832659370621216
961	unweighted	TN	3tp	AS2074	AS2080	SB	TY	among sites	0.4952973345100002
962	unweighted	TN	3tp	AS2074	AS2075	SB	SB	within SB	0.4893592780666896
963	unweighted	TN	3tp	AS2077	AS2078	TY	SB	among sites	0.43940235696640256
964	unweighted	TN	3tp	AS2077	AS2080	TY	TY	within TY	0.5024236383112116
965	unweighted	TN	3tp	AS2077	AS2075	TY	SB	among sites	0.5277456461531688
966	unweighted	TN	3tp	AS2078	AS2080	SB	TY	among sites	0.4710390575606034
967	unweighted	TN	3tp	AS2078	AS2075	SB	SB	within SB	0.4783870334925676
968	unweighted	TN	3tp	AS2080	AS2075	TY	SB	among sites	0.4992606047714739
