sample_name	metric	Treatment	TP	a	b	Site_a	Site_b	withinamong	distance
315	weighted	CTCN	3tp	AS2049	AS2046	TY	SB	among sites	0.19638181278445685
316	weighted	CTCN	3tp	AS2049	AS2048	TY	TY	within TY	0.1494058359712375
317	weighted	CTCN	3tp	AS2049	AS2044	TY	TY	within TY	0.16459517495477635
318	weighted	CTCN	3tp	AS2050	AS2047	SB	SB	within SB	0.14200527790238832
319	weighted	CTCN	3tp	AS2050	AS2046	SB	SB	within SB	0.20622948458908025
320	weighted	CTCN	3tp	AS2050	AS2048	SB	TY	among sites	0.17100144579024715
321	weighted	CTCN	3tp	AS2050	AS2044	SB	TY	among sites	0.18339727581089407
322	weighted	CTCN	3tp	AS2047	AS2046	SB	SB	within SB	0.14963932854573542
323	weighted	CTCN	3tp	AS2047	AS2048	SB	TY	among sites	0.08270693520013211
324	weighted	CTCN	3tp	AS2047	AS2044	SB	TY	among sites	0.12446086161999545
325	weighted	CTCN	3tp	AS2046	AS2048	SB	TY	among sites	0.13079297108244264
326	weighted	CTCN	3tp	AS2046	AS2044	SB	TY	among sites	0.14917087056173353
327	weighted	CTCN	3tp	AS2048	AS2044	TY	TY	within TY	0.12955452418046742
328	weighted	CTN	3tp	AS2052	AS2051	TY	SB	among sites	0.14147894438822806
329	weighted	CTN	3tp	AS2052	AS2058	TY	SB	among sites	0.1517151145152745
330	weighted	CTN	3tp	AS2052	AS2059	TY	SB	among sites	0.17501980759935626
331	weighted	CTN	3tp	AS2052	AS2053	TY	TY	within TY	0.13891859929481973
332	weighted	CTN	3tp	AS2052	AS2057	TY	TY	within TY	0.18640343844397675
333	weighted	CTN	3tp	AS2052	AS2054	TY	SB	among sites	0.12877976700898375
334	weighted	CTN	3tp	AS2052	AS2056	TY	TY	within TY	0.17352826291091908
335	weighted	CTN	3tp	AS2052	AS2060	TY	TY	within TY	0.17370158584405265
336	weighted	CTN	3tp	AS2051	AS2058	SB	SB	within SB	0.17068382382558098
337	weighted	CTN	3tp	AS2051	AS2059	SB	SB	within SB	0.16829226548316276
338	weighted	CTN	3tp	AS2051	AS2053	SB	TY	among sites	0.16277512530383031
339	weighted	CTN	3tp	AS2051	AS2057	SB	TY	among sites	0.1554562954072572
340	weighted	CTN	3tp	AS2051	AS2054	SB	SB	within SB	0.1472927084037767
341	weighted	CTN	3tp	AS2051	AS2056	SB	TY	among sites	0.21275412195229512
342	weighted	CTN	3tp	AS2051	AS2060	SB	TY	among sites	0.17807475829055092
343	weighted	CTN	3tp	AS2058	AS2059	SB	SB	within SB	0.1830499527935296
344	weighted	CTN	3tp	AS2058	AS2053	SB	TY	among sites	0.12179498387449696
345	weighted	CTN	3tp	AS2058	AS2057	SB	TY	among sites	0.12959553165036594
346	weighted	CTN	3tp	AS2058	AS2054	SB	SB	within SB	0.11889192435551063
347	weighted	CTN	3tp	AS2058	AS2056	SB	TY	among sites	0.14667293858807998
348	weighted	CTN	3tp	AS2058	AS2060	SB	TY	among sites	0.17764116108586386
349	weighted	CTN	3tp	AS2059	AS2053	SB	TY	among sites	0.16608566068273964
350	weighted	CTN	3tp	AS2059	AS2057	SB	TY	among sites	0.15899900805948858
351	weighted	CTN	3tp	AS2059	AS2054	SB	SB	within SB	0.17166222562113448
352	weighted	CTN	3tp	AS2059	AS2056	SB	TY	among sites	0.18600668572993792
353	weighted	CTN	3tp	AS2059	AS2060	SB	TY	among sites	0.08185277957076699
354	weighted	CTN	3tp	AS2053	AS2057	TY	TY	within TY	0.15017213954219813
355	weighted	CTN	3tp	AS2053	AS2054	TY	SB	among sites	0.08523545494071741
356	weighted	CTN	3tp	AS2053	AS2056	TY	TY	within TY	0.13818627116456186
357	weighted	CTN	3tp	AS2053	AS2060	TY	TY	within TY	0.17477518872827044
358	weighted	CTN	3tp	AS2057	AS2054	TY	SB	among sites	0.14219476845040852
359	weighted	CTN	3tp	AS2057	AS2056	TY	TY	within TY	0.19412930465828135
360	weighted	CTN	3tp	AS2057	AS2060	TY	TY	within TY	0.15121262379230951
361	weighted	CTN	3tp	AS2054	AS2056	SB	TY	among sites	0.1661591146496447
362	weighted	CTN	3tp	AS2054	AS2060	SB	TY	among sites	0.18004832924871414
363	weighted	CTN	3tp	AS2056	AS2060	TY	TY	within TY	0.1851941886364304
364	weighted	TCN	3tp	AS2063	AS2069	SB	TY	among sites	0.13941606632629985
365	weighted	TCN	3tp	AS2063	AS2067	SB	SB	within SB	0.1518536395196604
366	weighted	TCN	3tp	AS2063	AS2066	SB	SB	within SB	0.12195979884476478
367	weighted	TCN	3tp	AS2063	AS2064	SB	TY	among sites	0.07831649143359518
368	weighted	TCN	3tp	AS2063	AS2068	SB	TY	among sites	0.1507821395902779
369	weighted	TCN	3tp	AS2063	AS2070	SB	SB	within SB	0.15321854652366046
370	weighted	TCN	3tp	AS2063	AS2065	SB	TY	among sites	0.1552045653156808
371	weighted	TCN	3tp	AS2069	AS2067	TY	SB	among sites	0.16617334575988654
372	weighted	TCN	3tp	AS2069	AS2066	TY	SB	among sites	0.13754163762699093
373	weighted	TCN	3tp	AS2069	AS2064	TY	TY	within TY	0.14839239223042827
374	weighted	TCN	3tp	AS2069	AS2068	TY	TY	within TY	0.1327204961639591
375	weighted	TCN	3tp	AS2069	AS2070	TY	SB	among sites	0.0838538525095718
376	weighted	TCN	3tp	AS2069	AS2065	TY	TY	within TY	0.16392401665152376
377	weighted	TCN	3tp	AS2067	AS2066	SB	SB	within SB	0.1303370052764505
378	weighted	TCN	3tp	AS2067	AS2064	SB	TY	among sites	0.1521395173177858
379	weighted	TCN	3tp	AS2067	AS2068	SB	TY	among sites	0.12003781028103573
380	weighted	TCN	3tp	AS2067	AS2070	SB	SB	within SB	0.1672183763476418
381	weighted	TCN	3tp	AS2067	AS2065	SB	TY	among sites	0.1371870564901954
382	weighted	TCN	3tp	AS2066	AS2064	SB	TY	among sites	0.12021435383306807
383	weighted	TCN	3tp	AS2066	AS2068	SB	TY	among sites	0.10467782023145167
384	weighted	TCN	3tp	AS2066	AS2070	SB	SB	within SB	0.14209748538725633
385	weighted	TCN	3tp	AS2066	AS2065	SB	TY	among sites	0.09640492649710636
386	weighted	TCN	3tp	AS2064	AS2068	TY	TY	within TY	0.14038619035835875
387	weighted	TCN	3tp	AS2064	AS2070	TY	SB	among sites	0.15973211737398554
388	weighted	TCN	3tp	AS2064	AS2065	TY	TY	within TY	0.14658630741716486
389	weighted	TCN	3tp	AS2068	AS2070	TY	SB	among sites	0.1414547373964311
390	weighted	TCN	3tp	AS2068	AS2065	TY	TY	within TY	0.12803751184303985
391	weighted	TCN	3tp	AS2070	AS2065	SB	TY	among sites	0.17588439838107353
392	weighted	TN	3tp	AS2079	AS2076	SB	TY	among sites	0.20150370481068067
393	weighted	TN	3tp	AS2079	AS2073	SB	TY	among sites	0.17382236394289133
394	weighted	TN	3tp	AS2079	AS2074	SB	SB	within SB	0.20896988822448792
395	weighted	TN	3tp	AS2079	AS2077	SB	TY	among sites	0.1855486459246487
396	weighted	TN	3tp	AS2079	AS2078	SB	SB	within SB	0.18085301065765774
397	weighted	TN	3tp	AS2079	AS2080	SB	TY	among sites	0.12638088472769538
398	weighted	TN	3tp	AS2079	AS2075	SB	SB	within SB	0.24249443180287994
399	weighted	TN	3tp	AS2076	AS2073	TY	TY	within TY	0.18295663580928045
400	weighted	TN	3tp	AS2076	AS2074	TY	SB	among sites	0.14065194622041874
401	weighted	TN	3tp	AS2076	AS2077	TY	TY	within TY	0.17813185312411525
402	weighted	TN	3tp	AS2076	AS2078	TY	SB	among sites	0.13997937610785086
403	weighted	TN	3tp	AS2076	AS2080	TY	TY	within TY	0.13061499347149888
404	weighted	TN	3tp	AS2076	AS2075	TY	SB	among sites	0.1104135340852386
405	weighted	TN	3tp	AS2073	AS2074	TY	SB	among sites	0.15164647309038165
406	weighted	TN	3tp	AS2073	AS2077	TY	TY	within TY	0.11937557073213052
407	weighted	TN	3tp	AS2073	AS2078	TY	SB	among sites	0.17308793570888018
408	weighted	TN	3tp	AS2073	AS2080	TY	TY	within TY	0.157723252035129
409	weighted	TN	3tp	AS2073	AS2075	TY	SB	among sites	0.2146537853108035
410	weighted	TN	3tp	AS2074	AS2077	SB	TY	among sites	0.18624428840936627
411	weighted	TN	3tp	AS2074	AS2078	SB	SB	within SB	0.1778813964359761
412	weighted	TN	3tp	AS2074	AS2080	SB	TY	among sites	0.16018606295641308
413	weighted	TN	3tp	AS2074	AS2075	SB	SB	within SB	0.1772512387226617
414	weighted	TN	3tp	AS2077	AS2078	TY	SB	among sites	0.13741151987804232
415	weighted	TN	3tp	AS2077	AS2080	TY	TY	within TY	0.15371122297753356
416	weighted	TN	3tp	AS2077	AS2075	TY	SB	among sites	0.19309661768186268
417	weighted	TN	3tp	AS2078	AS2080	SB	TY	among sites	0.12571059551017827
418	weighted	TN	3tp	AS2078	AS2075	SB	SB	within SB	0.15893158859033352
419	weighted	TN	3tp	AS2080	AS2075	TY	SB	among sites	0.16928074607134555
