sample_name	metric	Treatment	TP	a	b	Site_a	Site_b	withinamong	distance
515	weighted	TCN	5tp	AS2105	AS2109	TY	TY	within TY	0.15625694637633245
516	weighted	TCN	5tp	AS2105	AS2107	TY	SB	among sites	0.15943038170617607
517	weighted	TCN	5tp	AS2105	AS2106	TY	SB	among sites	0.15899689202695205
518	weighted	TCN	5tp	AS2109	AS2107	TY	SB	among sites	0.23096899022927256
519	weighted	TCN	5tp	AS2109	AS2106	TY	SB	among sites	0.13658324806052416
520	weighted	TCN	5tp	AS2107	AS2106	SB	SB	within SB	0.2443741883084227
521	weighted	TN	5tp	AS2120	AS2117	TY	TY	within TY	0.19903988998664973
522	weighted	TN	5tp	AS2120	AS2118	TY	SB	among sites	0.1881934883352944
523	weighted	TN	5tp	AS2120	AS2114	TY	SB	among sites	0.2602154993371451
524	weighted	TN	5tp	AS2120	AS2116	TY	TY	within TY	0.2298605894874605
525	weighted	TN	5tp	AS2120	AS2119	TY	SB	among sites	0.15678313400441174
526	weighted	TN	5tp	AS2120	AS2115	TY	SB	among sites	0.2279719745916444
527	weighted	TN	5tp	AS2120	AS2113	TY	TY	within TY	0.2261918344322932
528	weighted	TN	5tp	AS2117	AS2118	TY	SB	among sites	0.12476709395705585
529	weighted	TN	5tp	AS2117	AS2114	TY	SB	among sites	0.20403684183699794
530	weighted	TN	5tp	AS2117	AS2116	TY	TY	within TY	0.2727624821452028
531	weighted	TN	5tp	AS2117	AS2119	TY	SB	among sites	0.2638250240827186
532	weighted	TN	5tp	AS2117	AS2115	TY	SB	among sites	0.24649380461238324
533	weighted	TN	5tp	AS2117	AS2113	TY	TY	within TY	0.2097558281135952
534	weighted	TN	5tp	AS2118	AS2114	SB	SB	within SB	0.1888354874140362
535	weighted	TN	5tp	AS2118	AS2116	SB	TY	among sites	0.2592174244324406
536	weighted	TN	5tp	AS2118	AS2119	SB	SB	within SB	0.2611583138867293
537	weighted	TN	5tp	AS2118	AS2115	SB	SB	within SB	0.2409865775568989
538	weighted	TN	5tp	AS2118	AS2113	SB	TY	among sites	0.18846350681230406
539	weighted	TN	5tp	AS2114	AS2116	SB	TY	among sites	0.2717853292602905
540	weighted	TN	5tp	AS2114	AS2119	SB	SB	within SB	0.3167171920008881
541	weighted	TN	5tp	AS2114	AS2115	SB	SB	within SB	0.24668993438924225
542	weighted	TN	5tp	AS2114	AS2113	SB	TY	among sites	0.17835432648345215
543	weighted	TN	5tp	AS2116	AS2119	TY	SB	among sites	0.2679179253648332
544	weighted	TN	5tp	AS2116	AS2115	TY	SB	among sites	0.11696599179723052
545	weighted	TN	5tp	AS2116	AS2113	TY	TY	within TY	0.25193843882285555
546	weighted	TN	5tp	AS2119	AS2115	SB	SB	within SB	0.2530640583665353
547	weighted	TN	5tp	AS2119	AS2113	SB	TY	among sites	0.2807449667649541
548	weighted	TN	5tp	AS2115	AS2113	SB	TY	among sites	0.2364646595367079
