sample_name	metric	Treatment	TP	a	b	Site_a	Site_b	withinamong	distance
1043	unweighted	TCN	5tp	AS2108	AS2103	TY	SB	among sites	0.4866673924996494
1044	unweighted	TCN	5tp	AS2108	AS2104	TY	TY	within TY	0.4903196444197578
1045	unweighted	TCN	5tp	AS2108	AS2105	TY	TY	within TY	0.44084522848716207
1046	unweighted	TCN	5tp	AS2108	AS2109	TY	TY	within TY	0.4832987991635342
1047	unweighted	TCN	5tp	AS2108	AS2107	TY	SB	among sites	0.3610757839562782
1048	unweighted	TCN	5tp	AS2108	AS2106	TY	SB	among sites	0.5061387945757195
1049	unweighted	TCN	5tp	AS2110	AS2103	SB	SB	within SB	0.5409828191728522
1050	unweighted	TCN	5tp	AS2110	AS2104	SB	TY	among sites	0.5175806786372351
1051	unweighted	TCN	5tp	AS2110	AS2105	SB	TY	among sites	0.5078758938283837
1052	unweighted	TCN	5tp	AS2110	AS2109	SB	TY	among sites	0.3252069734702613
1053	unweighted	TCN	5tp	AS2110	AS2107	SB	SB	within SB	0.4990430969026583
1054	unweighted	TCN	5tp	AS2110	AS2106	SB	SB	within SB	0.5112822966051076
1055	unweighted	TCN	5tp	AS2103	AS2104	SB	TY	among sites	0.3883079289517304
1056	unweighted	TCN	5tp	AS2103	AS2105	SB	TY	among sites	0.5305663410145812
1057	unweighted	TCN	5tp	AS2103	AS2109	SB	TY	among sites	0.5219749357846291
1058	unweighted	TCN	5tp	AS2103	AS2107	SB	SB	within SB	0.4580803223517675
1059	unweighted	TCN	5tp	AS2103	AS2106	SB	SB	within SB	0.5550974824148764
1060	unweighted	TCN	5tp	AS2104	AS2105	TY	TY	within TY	0.5333423960919965
1061	unweighted	TCN	5tp	AS2104	AS2109	TY	TY	within TY	0.5150339303603898
1062	unweighted	TCN	5tp	AS2104	AS2107	TY	SB	among sites	0.4944979286648261
1063	unweighted	TCN	5tp	AS2104	AS2106	TY	SB	among sites	0.5387867960707612
1064	unweighted	TCN	5tp	AS2105	AS2109	TY	TY	within TY	0.5149492881348704
1065	unweighted	TCN	5tp	AS2105	AS2107	TY	SB	among sites	0.4349125485812845
1066	unweighted	TCN	5tp	AS2105	AS2106	TY	SB	among sites	0.4757808105316834
1067	unweighted	TCN	5tp	AS2109	AS2107	TY	SB	among sites	0.4857323962058097
1068	unweighted	TCN	5tp	AS2109	AS2106	TY	SB	among sites	0.5408449234434014
1069	unweighted	TCN	5tp	AS2107	AS2106	SB	SB	within SB	0.5362526967364847
1070	unweighted	TN	5tp	AS2120	AS2117	TY	TY	within TY	0.5058098862143432
1071	unweighted	TN	5tp	AS2120	AS2118	TY	SB	among sites	0.4756481718666317
1072	unweighted	TN	5tp	AS2120	AS2114	TY	SB	among sites	0.4706782965068391
1073	unweighted	TN	5tp	AS2120	AS2116	TY	TY	within TY	0.5347333983803771
1074	unweighted	TN	5tp	AS2120	AS2119	TY	SB	among sites	0.3684676621786888
1075	unweighted	TN	5tp	AS2120	AS2115	TY	SB	among sites	0.5301842406371123
1076	unweighted	TN	5tp	AS2120	AS2113	TY	TY	within TY	0.4847315113862916
1077	unweighted	TN	5tp	AS2117	AS2118	TY	SB	among sites	0.3684557073067754
1078	unweighted	TN	5tp	AS2117	AS2114	TY	SB	among sites	0.5284671974060406
1079	unweighted	TN	5tp	AS2117	AS2116	TY	TY	within TY	0.5719007993140951
1080	unweighted	TN	5tp	AS2117	AS2119	TY	SB	among sites	0.5061014376535408
1081	unweighted	TN	5tp	AS2117	AS2115	TY	SB	among sites	0.5516183853673537
1082	unweighted	TN	5tp	AS2117	AS2113	TY	TY	within TY	0.5123849849424621
1083	unweighted	TN	5tp	AS2118	AS2114	SB	SB	within SB	0.4903698046998611
1084	unweighted	TN	5tp	AS2118	AS2116	SB	TY	among sites	0.5600942496578384
1085	unweighted	TN	5tp	AS2118	AS2119	SB	SB	within SB	0.4881883932447318
1086	unweighted	TN	5tp	AS2118	AS2115	SB	SB	within SB	0.5389185123024108
1087	unweighted	TN	5tp	AS2118	AS2113	SB	TY	among sites	0.4725004964985702
1088	unweighted	TN	5tp	AS2114	AS2116	SB	TY	among sites	0.6162354229215785
1089	unweighted	TN	5tp	AS2114	AS2119	SB	SB	within SB	0.5365582191492653
1090	unweighted	TN	5tp	AS2114	AS2115	SB	SB	within SB	0.5902419965427185
1091	unweighted	TN	5tp	AS2114	AS2113	SB	TY	among sites	0.3840292405278341
1092	unweighted	TN	5tp	AS2116	AS2119	TY	SB	among sites	0.5495171417570633
1093	unweighted	TN	5tp	AS2116	AS2115	TY	SB	among sites	0.4231889594627247
1094	unweighted	TN	5tp	AS2116	AS2113	TY	TY	within TY	0.5655115732788009
1095	unweighted	TN	5tp	AS2119	AS2115	SB	SB	within SB	0.5094293452120136
1096	unweighted	TN	5tp	AS2119	AS2113	SB	TY	among sites	0.498954887246054
1097	unweighted	TN	5tp	AS2115	AS2113	SB	TY	among sites	0.5560622763166984
